SS,SLR,County,State,DBcode,Haz_value,Haz_pct,Min_value,Min_pct,Max_value,Max_pct
001,300,Bladen County,NC,PV3,2033584,0.0016,568750,0.0005,25275571,0.0201
001,300,Bladen County,NC,PV2,2402623,0.0038,1055099,0.0017,43224826,0.0690
020,0,Bladen County,NC,PV1,17965525,0.0095,3677872,0.0020,94740638,0.0503
020,0,Bladen County,NC,PV3,6154823,0.0049,1758633,0.0014,39358068,0.0313
020,0,Bladen County,NC,PV2,11810701,0.0189,1919239,0.0031,55382652,0.0884
020,25,Bladen County,NC,PV1,17984973,0.0095,3685000,0.0020,94775145,0.0503
020,25,Bladen County,NC,PV3,6158026,0.0049,1760681,0.0014,39382438,0.0313
020,25,Bladen County,NC,PV2,11826947,0.0189,1924319,0.0031,55392789,0.0884
020,50,Bladen County,NC,PV1,18020986,0.0096,3696292,0.0020,94814199,0.0503
020,50,Bladen County,NC,PV3,6172542,0.0049,1762973,0.0014,39408383,0.0313
020,50,Bladen County,NC,PV2,11848444,0.0189,1933319,0.0031,55405898,0.0885
020,100,Bladen County,NC,PV1,18192658,0.0097,3773549,0.0020,94999194,0.0504
020,100,Bladen County,NC,PV3,6239059,0.0050,1780488,0.0014,39522300,0.0314
020,100,Bladen County,NC,PV2,11953598,0.0191,1993060,0.0032,55477072,0.0886
020,150,Bladen County,NC,PV1,18718610,0.0099,3907733,0.0021,95578302,0.0507
020,150,Bladen County,NC,PV3,6473297,0.0051,1825023,0.0015,39861801,0.0317
020,150,Bladen County,NC,PV2,12245314,0.0196,2082710,0.0033,55716680,0.0890
020,200,Bladen County,NC,PV1,19295869,0.0102,4096743,0.0022,96451642,0.0512
020,200,Bladen County,NC,PV3,6669582,0.0053,1849974,0.0015,40435799,0.0321
020,200,Bladen County,NC,PV2,12626287,0.0202,2246770,0.0036,56016038,0.0894
020,300,Bladen County,NC,PV1,25034166,0.0133,5411475,0.0029,100366850,0.0533
020,300,Bladen County,NC,PV3,8619637,0.0069,2270498,0.0018,43050130,0.0342
020,300,Bladen County,NC,PV2,16414530,0.0262,3140977,0.0050,57317096,0.0915
100,0,Bladen County,NC,PV1,29782031,0.0158,4275104,0.0023,102874091,0.0546
100,0,Bladen County,NC,PV3,9178594,0.0073,1958968,0.0016,44088963,0.0351
100,0,Bladen County,NC,PV2,20603437,0.0329,2316135,0.0037,58785585,0.0939
100,25,Bladen County,NC,PV1,29960364,0.0159,4328701,0.0023,103146386,0.0548
100,25,Bladen County,NC,PV3,9225779,0.0073,1970768,0.0016,44310534,0.0352
100,25,Bladen County,NC,PV2,20734585,0.0331,2357933,0.0038,58836309,0.0939
100,50,Bladen County,NC,PV1,30093571,0.0160,4364484,0.0023,103314773,0.0548
100,50,Bladen County,NC,PV3,9264020,0.0074,1978465,0.0016,44416011,0.0353
100,50,Bladen County,NC,PV2,20829551,0.0333,2386020,0.0038,58899218,0.0940
100,100,Bladen County,NC,PV1,30476041,0.0162,4548454,0.0024,103770399,0.0551
100,100,Bladen County,NC,PV3,9398957,0.0075,2034418,0.0016,44710256,0.0355
100,100,Bladen County,NC,PV2,21077084,0.0337,2514036,0.0040,59060599,0.0943
100,150,Bladen County,NC,PV1,31919969,0.0169,5202965,0.0028,104474943,0.0555
100,150,Bladen County,NC,PV3,9959474,0.0079,2186344,0.0017,45147237,0.0359
100,150,Bladen County,NC,PV2,21960495,0.0351,3016621,0.0048,59328204,0.0947
100,200,Bladen County,NC,PV1,34218645,0.0182,7164740,0.0038,106085928,0.0563
100,200,Bladen County,NC,PV3,11134239,0.0089,2591234,0.0021,46247243,0.0368
100,200,Bladen County,NC,PV2,23084405,0.0369,4573506,0.0073,59839202,0.0955
100,300,Bladen County,NC,PV1,42410275,0.0225,12578354,0.0067,113872998,0.0605
100,300,Bladen County,NC,PV3,15965508,0.0127,4496036,0.0036,52007706,0.0413
100,300,Bladen County,NC,PV2,26444766,0.0422,8082318,0.0129,61866003,0.0988
000,0,Brunswick County,NC,PV1,413287559,0.0156,121257484,0.0046,3847203408,0.1448
000,0,Brunswick County,NC,PV3,172247681,0.0105,50357431,0.0031,1843866445,0.1125
000,0,Brunswick County,NC,PV2,241175377,0.0237,70966003,0.0070,2004162259,0.1968
000,25,Brunswick County,NC,PV1,587951461,0.0221,165369754,0.0062,4562239840,0.1717
000,25,Brunswick County,NC,PV3,251473622,0.0153,68565865,0.0042,2204565598,0.1346
000,25,Brunswick County,NC,PV2,336648412,0.0331,96879350,0.0095,2358594968,0.2316
000,50,Brunswick County,NC,PV1,841384743,0.0317,234664225,0.0088,5226637351,0.1968
000,50,Brunswick County,NC,PV3,364901681,0.0223,97327168,0.0059,2537109672,0.1549
000,50,Brunswick County,NC,PV2,476680917,0.0468,137426188,0.0135,2690481727,0.2642
000,100,Brunswick County,NC,PV1,2231101111,0.0840,484496566,0.0182,6611225030,0.2489
000,100,Brunswick County,NC,PV3,1028523169,0.0628,204081870,0.0125,3216477438,0.1963
000,100,Brunswick County,NC,PV2,1202826148,0.1181,280568152,0.0276,3395763663,0.3335
000,150,Brunswick County,NC,PV1,3736915738,0.1407,1023711774,0.0385,8106839794,0.3052
000,150,Brunswick County,NC,PV3,1766300122,0.1078,446523617,0.0273,4020058347,0.2454
000,150,Brunswick County,NC,PV2,1970993303,0.1935,577399175,0.0567,4088019538,0.4014
000,200,Brunswick County,NC,PV1,5325760749,0.2005,2570714285,0.0968,9111207630,0.3430
000,200,Brunswick County,NC,PV3,2528221471,0.1543,1196466725,0.0730,4570184247,0.2789
000,200,Brunswick County,NC,PV2,2798116739,0.2748,1374504401,0.1350,4542447300,0.4461
000,300,Brunswick County,NC,PV1,7740654051,0.2914,5596273119,0.2107,10629746364,0.4002
000,300,Brunswick County,NC,PV3,3821236848,0.2332,2662851769,0.1625,5466489491,0.3336
000,300,Brunswick County,NC,PV2,3920315150,0.3850,2934031356,0.2881,5165349297,0.5072
001,0,Brunswick County,NC,PV1,1024555148,0.0386,271048678,0.0102,5895372828,0.2219
001,0,Brunswick County,NC,PV3,450014882,0.0275,115245925,0.0070,2916689182,0.1780
001,0,Brunswick County,NC,PV2,574760194,0.0564,155902719,0.0153,2979683290,0.2926
001,25,Brunswick County,NC,PV1,1704029400,0.0641,402346392,0.0151,6559040234,0.2469
